object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
79332,"The Eye, Like a Strange Balloon Moves Towards Infinity, plate one from To Edgar Poe",,Image/chine: 26.3 × 19.8 cm (10 3/8 × 7 13/16 in.); Sheet: 44.3 × 31.5 cm (17 1/2 × 12 7/16 in.),,https://www.artic.edu/artworks/79332,"https://www.artic.edu/iiif/2/5590e6dd-559a-858e-25cd-4c6a0e999ded/full/843,/0/default.jpg",Qing dynasty (c. 1882),Unknown,Ivory,0.8
79459,"Everywhere eyeballs are aflame, plate 9 from The Temptation of Saint Anthony (1st series)",,Image/chine: 20.5 × 15.9 cm (8 1/8 × 6 5/16 in.); Sheet: 42.3 × 31.4 cm (16 11/16 × 12 3/8 in.),,https://www.artic.edu/artworks/79459,"https://www.artic.edu/iiif/2/1975b897-1640-4eed-7463-3d3e0fe5b1fd/full/843,/0/default.jpg",Qing dynasty (c. 1888),Unknown,Ivory,0.8
111081,The Garden in Front of the Studio,,Image: 63 × 47.2 cm (24 13/16 × 18 5/8 in.); Sheet: 67.4 × 51.6 cm (26 9/16 × 20 3/8 in.),,https://www.artic.edu/artworks/111081,"https://www.artic.edu/iiif/2/097a6aca-d36f-0fca-a438-e7942ad6d79d/full/843,/0/default.jpg",Qing dynasty (c. 1901),Unknown,Ivory,0.8
21499,Frog-Shaped Jarlet,,6.4 × 10.6 cm (2 1/2 × 4 3/16 in.); Diam.: 10.6 cm (4 3/16 in.),,https://www.artic.edu/artworks/21499,"https://www.artic.edu/iiif/2/bb66290b-3d79-767d-a9e1-97763d3e0e22/full/843,/0/default.jpg",Song dynasty (c. 1115),Unknown,Stoneware,0.8
86415,Pair of Braziers with Eared Cups,,Cup: 3.5 × 12.4 × 10.8 cm (1 3/8 × 4 7/8 × 4 1/4 in.); Stand: 9.5 × 24 × 12 cm (3 3/4 × 9 7/16 × 4 3/4 in.),,https://www.artic.edu/artworks/86415,"https://www.artic.edu/iiif/2/8343e05c-87c8-6afa-9631-2261ab260a8b/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Bronze,0.8
117775,Baluster Vase with Figures and Pavillions amid Moutaineous Landscape,,47.1 × 18.5 cm (18 9/16 × 7 1/4 in.); Diam.: 18.5 cm (7 1/4 in.),,https://www.artic.edu/artworks/117775,"https://www.artic.edu/iiif/2/f93e7da0-fb2a-8a36-4f8f-d99d93c28eef/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
8209,Landscape in the Style of Ancient Masters: after Gao Kegong,,31 × 40.7 cm (12 × 16 in.),,https://www.artic.edu/artworks/8209,"https://www.artic.edu/iiif/2/2b5927a7-6a01-62bc-081a-6d0d1f9e3b7d/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Ink,0.8
7788,Plate,,Diam.: 24.5 cm (9 5/8 in.),,https://www.artic.edu/artworks/7788,"https://www.artic.edu/iiif/2/d1dd0752-26f0-0184-ab71-e11675663ed7/full/843,/0/default.jpg",Qing dynasty (c. 1785),Unknown,Porcelain,0.8
42187,Scalloped-Rim Dish with Cranes and Clouds,,2.4 × 17.1 cm (15/16 × 6 3/4 in.); Diam.: 17.1 cm (6 3/4 in.),,https://www.artic.edu/artworks/42187,"https://www.artic.edu/iiif/2/416ed590-421f-01fb-31bb-f1c696601847/full/843,/0/default.jpg",Yuan dynasty (1271-1368),Unknown,Stoneware,0.8
33098,Cong,,8.3 × 13.9 cm (3 1/4 × 5 1/2 in.),,https://www.artic.edu/artworks/33098,"https://www.artic.edu/iiif/2/ed0a6cfb-4264-0898-d151-2548ffc0f720/full/843,/0/default.jpg",Neolithic period,Unknown,Jade,0.8
12679,Bottle-Shaped Vase with Dragon Handles and Lotus Flowers,,32.5 × 19.3 cm (12 13/16 × 7 5/8 in.); Diam.: 19.3 cm (7 5/8 in.),,https://www.artic.edu/artworks/12679,"https://www.artic.edu/iiif/2/2b303ed4-6ad2-4dab-ea71-82380cc5067e/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
21254,Cup with a Bird a Peony Flower Branch,,H.: 8 cm (3 1/2 in.),,https://www.artic.edu/artworks/21254,"https://www.artic.edu/iiif/2/06e655b9-9576-935a-ce23-380250d0a0ea/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
70757,Archer's thumb ring,,4.1 × 3.2 × 1 cm (1 5/8 × 1 1/4 × 3/8 in.),,https://www.artic.edu/artworks/70757,,Tang dynasty (c. 770),Unknown,Jade,0.6000000000000001
42215,Bowl with Floral and Wave Pattern,,5.3 × 13.7 cm (2 1/16 × 5 3/8 in.); Diam.: 13.7 cm (5 3/8 in.),,https://www.artic.edu/artworks/42215,"https://www.artic.edu/iiif/2/95dfba71-cb62-875b-85c1-c28ebeb552b8/full/843,/0/default.jpg",Song dynasty (c. 1115),Unknown,Stoneware,0.8
21312,Vase with Mock Animal Mask Ring Handles and Hexagonal Panels with Stylized Leaves,,16.6 × 35.3 cm (6 9/16 × 13 7/8 in.); Diam.: 35.3 cm (13 7/8 in.),,https://www.artic.edu/artworks/21312,"https://www.artic.edu/iiif/2/04b68942-0b51-c12c-9855-073deee7a903/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
36419,China and Its People,,Page: 47 × 35 cm (18 9/16 × 13 13/16 in.); Covers: 48.2 × 36 × 2.5 cm (19 × 14 3/16 × 1 in.),,https://www.artic.edu/artworks/36419,"https://www.artic.edu/iiif/2/612d5482-f417-ee94-f86b-ec73447ab69a/full/843,/0/default.jpg",Qing dynasty (c. 1873),Unknown,,0.8
58053,"Moon Flask (Bianhu) with Lotus Scroll and Central Floret,Ruyi Mushrooms (base) and Plantain Leaves",,49.3 × 37.2 × 20.3 cm (19 7/16 × 14 5/8 × 8 1/2 in.),,https://www.artic.edu/artworks/58053,"https://www.artic.edu/iiif/2/d9107e6b-cd46-fceb-88dc-99e431496c4c/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
69683,Ceremonial blade 龙山文化玉圭,,30.5 × 7.1 × 1 cm (12 1/16 × 2 13/16 × 7/16 in.),,https://www.artic.edu/artworks/69683,,Neolithic period,Unknown,Jade,0.6000000000000001
69700,Cong,,7.5 × 7.1 × 7.1 cm (2 15/16 × 2 13/16 × 2 13/16 in.),,https://www.artic.edu/artworks/69700,,Neolithic period,Unknown,Jade,0.6000000000000001
68980,Axe,,20 × 10.2 × 0.5 cm (7 7/8 × 4 × 3/16 in.),,https://www.artic.edu/artworks/68980,,Neolithic period,Unknown,Jade,0.6000000000000001
86754,"Lobed Mirror with Birds, Insects, and Floral Sprays",,Diam.: 17.7 cm (7 in.); Thickness: D.: 0.7 cm (5/16 in.),,https://www.artic.edu/artworks/86754,"https://www.artic.edu/iiif/2/d32fb413-3b38-10c1-8eed-c1863aa5bafd/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Bronze,0.8
72589,"Baluster Vase with Women Performing the ""Four Accomplishments"" and Children in a Garden",,43.8 × 19 cm (17 1/4 × 7 1/2 in.); Diam.: 19 cm (7 1/2 in.),,https://www.artic.edu/artworks/72589,"https://www.artic.edu/iiif/2/7c98fa7a-1c9b-4688-c6ff-0e6d4c293533/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
21558,Tea Bowl,,6.8 × 12.1 cm (2 11/16 × 4 3/4 in.); Diam.: 12.1 cm (4 3/4 in.),,https://www.artic.edu/artworks/21558,"https://www.artic.edu/iiif/2/13f65e8b-c49c-0808-c9af-0c94f67139e1/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
260222,Box (one of a pair),,8.9 × 12.1 × 12.1 cm (3 9/16 × 4 13/16 × 4 3/4 in.),,https://www.artic.edu/artworks/260222,"https://www.artic.edu/iiif/2/82a2a863-4f97-6b3a-38ad-7cfee7e2cd58/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
260223,Box (one of a pair),,8.9 × 12.1 × 12.1 cm (3 9/16 × 4 13/16 × 4 13/16 in.),,https://www.artic.edu/artworks/260223,"https://www.artic.edu/iiif/2/82a2a863-4f97-6b3a-38ad-7cfee7e2cd58/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
259162,Bottle,,34 × 22.3 × 11.2 cm (13 3/8 × 8 3/4 × 4 3/8 in.),,https://www.artic.edu/artworks/259162,"https://www.artic.edu/iiif/2/2c35a9eb-d249-e1b8-7134-aa817ffa72f2/full/843,/0/default.jpg",Qing dynasty (c. 1878),Unknown,Bone,0.8
259174,Pair of Boxes,,8.9 × 12.1 × 12.1 cm (3 9/16 × 4 13/16 × 4 3/4 in.),,https://www.artic.edu/artworks/259174,"https://www.artic.edu/iiif/2/82a2a863-4f97-6b3a-38ad-7cfee7e2cd58/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
55926,Mt. Tingra Khan of Run Lun Mtn. Range Near Alzosu in Sinkiang Sector of SE China,,61.2 × 48.4 cm (24 1/8 × 19 1/16 in.),,https://www.artic.edu/artworks/55926,"https://www.artic.edu/iiif/2/e2a90d59-44b8-33b0-f811-48d9265cffc4/full/843,/0/default.jpg",Qing dynasty (c. 1970),Unknown,Pastel,0.8
42806,Bottle Vase (Meiping) with Stylized Spirals,,18.3 × 12.8 cm (7 3/16 × 5 1/16 in.); Diam.: 12.8 cm (5 1/16 in.),,https://www.artic.edu/artworks/42806,"https://www.artic.edu/iiif/2/36434cee-6efe-0839-1e57-0001394fc8b5/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
33942,Dragon,,8.1 × 12.9 × 1.7 cm (3 3/16 × 5 1/8 × 11/16 in.),,https://www.artic.edu/artworks/33942,"https://www.artic.edu/iiif/2/b21b7853-bcdd-451b-654b-c248af68bd3f/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Bronze,0.8
15737,Luohan (Arhat),,10.5 × 6.5 × 7.8 cm (4 1/8 × 2 1/2 × 3 1/8 in.),,https://www.artic.edu/artworks/15737,"https://www.artic.edu/iiif/2/01c9a6ab-cff7-a2dc-3bc1-472fbed13ae8/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Brass,0.8
12663,Beaker-Shaped Vase,,44.5 × 21.9 cm (17 1/2 × 8 5/8 in.); Diam.: 21.9 cm (8 5/8 in.),,https://www.artic.edu/artworks/12663,"https://www.artic.edu/iiif/2/eb9da80a-6775-354c-5a3d-8b0484af7489/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
56142,Jar,,19.8 × 22.4 cm (7 13/16 × 8 13/16 in.); Diam.: 22.4 cm (8 13/16 in.),,https://www.artic.edu/artworks/56142,"https://www.artic.edu/iiif/2/aee85a61-47d9-8648-abd4-f6d54fd4390d/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
138456,Rainy Night,,Image/plate: 12.7 × 31.6 cm (5 × 12 1/2 in.); Sheet: 18 × 36.5 cm (7 1/8 × 14 3/8 in.),,https://www.artic.edu/artworks/138456,"https://www.artic.edu/iiif/2/878b4404-cce5-b903-e6dc-2467495c5031/full/843,/0/default.jpg",Qing dynasty (c. 1880),Unknown,Paper,0.8
12069,Mountain-Shaped Incense Burner,,22.6 × 17.5 cm (8 7/8 × 6 7/8 in.); Diam.: 17.5 cm (6 7/8 in.),,https://www.artic.edu/artworks/12069,"https://www.artic.edu/iiif/2/21207a03-61ca-0872-b51d-5f80d8772cbb/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Earthenware,0.8
60878,Jar in the Form of Ancient Bronze Vessel,,19.7 × 15.6 cm (7 3/4 × 6 1/8 in.); Diam.: 15.6 cm (6 1/8 in.),,https://www.artic.edu/artworks/60878,"https://www.artic.edu/iiif/2/0337f32d-7237-edae-6b40-3bc0e5598cb9/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
79347,"The Misshapen Polyp Floated on the Shores, a Sort of Smiling and Hideous Cyclops, plate 3 of 8 from ""Les Origines""",,Image: 21.3 × 20 cm (8 7/16 × 7 7/8 in.); Chine: 21.2 × 19.6 cm (8 3/8 × 7 3/4 in.); Sheet: 53 × 34.5 cm (20 7/8 × 13 5/8 in.),,https://www.artic.edu/artworks/79347,"https://www.artic.edu/iiif/2/babeb325-2bc8-ed98-94b7-eed54d0537a6/full/843,/0/default.jpg",Qing dynasty (c. 1883),Unknown,Paper,0.8
81842,Buzi (Court Rank Badge),,28.5 × 28.6 cm (11 1/4 × 11 1/4 in.),,https://www.artic.edu/artworks/81842,"https://www.artic.edu/iiif/2/982ba2db-26f2-6e24-089f-2ebd4c34d6e7/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Silk,0.8
12236,"Tripod Dish with Flying Goose, Stylized Flowers and Vines",,6.5 × 29.3 cm (2 9/16 × 11 9/16 in.); Diam.: 29.3 cm (11 9/16 in.),,https://www.artic.edu/artworks/12236,"https://www.artic.edu/iiif/2/6c86e7a3-6e15-86df-f2bd-170712a05e08/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
68978,Axe,,17.5 × 8.9 × 0.3 cm (6 7/8 × 3 1/2 × 1/8 in.),,https://www.artic.edu/artworks/68978,,Neolithic period,Unknown,Jade,0.6000000000000001
79249,St.-Jean-Pied-de-Port,,Plate: 14 × 22.1 cm (5 9/16 × 8 3/4 in.); Sheet: 11.2 × 19.9 cm (4 7/16 × 7 7/8 in.),,https://www.artic.edu/artworks/79249,"https://www.artic.edu/iiif/2/aa9d3ffc-0bb9-4f42-1718-9c513b575fc4/full/843,/0/default.jpg",Qing dynasty (c. 1866),Unknown,Paper,0.8
12305,Bowl with Mandarin Ducks among Leaves and Cattails,,6.6 × 23.7 cm (2 5/8 × 9 5/16 in.); Diam.: 23.7 cm (9 5/16 in.),,https://www.artic.edu/artworks/12305,"https://www.artic.edu/iiif/2/c31dfd41-9ee3-4c41-277b-c343ca8be7d3/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
11151,Guanyin (Avalokiteshvara) Standing before Flaming Aureole and Holding a Water Bottle,,16.5 × 4.7 × 3.7 cm (6 1/2 × 1 7/8 × 1 1/2 in.),,https://www.artic.edu/artworks/11151,"https://www.artic.edu/iiif/2/30159dfc-f16e-e4a2-c13f-cfa3855b5b58/full/843,/0/default.jpg","Eastern or Western Wei dynasty, c. mid–5th century (rededicated 594)",Unknown,Copper,0.8
45804,Building in New York,,Image/plate: 22.3 × 15.1 cm (8 13/16 × 6 in.); Sheet: 25.4 × 20.6 cm (10 × 8 1/8 in.),,https://www.artic.edu/artworks/45804,"https://www.artic.edu/iiif/2/e6069801-1563-303b-107a-2d09af619680/full/843,/0/default.jpg",Qing dynasty (c. 1940),Unknown,Paper,0.8
11999,Tiger Resting in the Desert,,Image: 7.5 × 12.4 cm (3 × 4 15/16 in.); Plate: 9.2 × 13.7 cm (3 5/8 × 5 7/16 in.); Sheet: 13.9 × 18.1 cm (5 1/2 × 7 3/16 in.),,https://www.artic.edu/artworks/11999,"https://www.artic.edu/iiif/2/5a7c32d5-9c53-20c6-cc47-3de5db56fc6d/full/843,/0/default.jpg",Qing dynasty (c. 1846),Unknown,Paper,0.8
41426,Strange Rocks,,132 × 55.8 cm (52 × 22 in.),,https://www.artic.edu/artworks/41426,"https://www.artic.edu/iiif/2/c407c194-992b-d163-18b6-68c08f86e5ac/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Ink,0.8
79317,"Felineness, plate seven from In Dreams",,Image: 27.1 × 20.4 cm (10 11/16 × 8 1/16 in.); Primary support: 27.1 × 20.7 cm (10 11/16 × 8 3/16 in.); Secondary support: 45.2 × 34.8 cm (17 13/16 × 13 3/4 in.),,https://www.artic.edu/artworks/79317,"https://www.artic.edu/iiif/2/66e519b7-6cc6-2b2d-41d5-520ed6f063e5/full/843,/0/default.jpg",Qing dynasty (c. 1879),Unknown,Ivory,0.8
21681,Foliate Bowl with Stylized Peony Spray,,3.9 × 15.7 cm (1 9/16 × 6 3/16 in.); Diam.: 15.7 cm (6 3/16 in.),,https://www.artic.edu/artworks/21681,"https://www.artic.edu/iiif/2/813a0c02-6c8e-3f73-f947-2fbb68e5e8f8/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
73256,Ovoid Bottle with “Partridge-Feather” Mottles,,28.6 × 19.8 cm (11 1/4 × 7 3/4 in.); Diam.: 19.8 cm (7 3/4 in.),,https://www.artic.edu/artworks/73256,"https://www.artic.edu/iiif/2/20c2b221-ac48-4e08-0307-7a026bc1fc61/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
80887,"Dish with Dragons, Flaming Pearls, and Cloud Scrolls",,7.2 × 32.2 cm (2 13/16 × 12 1/16 in.); Diam.: 32.2 cm (12 1/16 in.),,https://www.artic.edu/artworks/80887,"https://www.artic.edu/iiif/2/a1fbc032-c45f-7fdf-4cea-da1be4c647d4/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
69937,Jade Bi,,Diam.: 14 cm (5 1/2 in.); Thickness: D.: 0.4 cm (3/16 in.),,https://www.artic.edu/artworks/69937,,Han dynasty (206 BCE-220 CE),Unknown,Jade,0.6000000000000001
81954,"Lust I, plate six from The Seven Cardinal Sins",,Image/plate: 16.7 × 10.9 cm (6 5/8 × 4 5/16 in.); Sheet: 24.8 × 18.8 cm (9 13/16 × 7 7/16 in.),,https://www.artic.edu/artworks/81954,"https://www.artic.edu/iiif/2/bd2dff1d-675f-1649-9af6-583d65c9b9f6/full/843,/0/default.jpg",Qing dynasty (c. 1925),Unknown,Paper,0.8
33936,Dragon,,8.1 × 13.1 × 1.7 cm (3 3/16 × 5 3/16 × 11/16 in.),,https://www.artic.edu/artworks/33936,"https://www.artic.edu/iiif/2/9599d979-a160-14ed-744e-482623dbfd95/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Bronze,0.8
27669,Auti te pape (Women at the River) from the Noa Noa Suite,,Image: 20.5 × 35.5 cm (8 1/8 × 14 in.); Sheet: 26.6 × 41.7 cm (10 1/2 × 16 7/16 in.),,https://www.artic.edu/artworks/27669,"https://www.artic.edu/iiif/2/a33b2986-06e1-a023-4598-26adbae104c4/full/843,/0/default.jpg",Qing dynasty (c. 1893),Unknown,Ivory,0.8
182864,Golden Autumn (Jinqiu),,64.2 × 61.1 cm (25 5/16 × 24 1/8 in.),,https://www.artic.edu/artworks/182864,"https://www.artic.edu/iiif/2/c0d78a42-48f6-91dd-77a8-4a7b6587eb33/full/843,/0/default.jpg",Qing dynasty (c. 1998),Unknown,Wood,0.8
2481,Soup Plate,,4.5 × 24.8 × 24.8 cm (1 3/4 × 9 3/4 × 9 3/4 in.),,https://www.artic.edu/artworks/2481,"https://www.artic.edu/iiif/2/a2cddf85-2753-562a-9122-0e560a0cc35f/full/843,/0/default.jpg",Qing dynasty (c. 1780),Unknown,Porcelain,0.8
65922,Ewer with Abstract Swirls and Radiating Strokes,,H.: 22.9 cm (9 in.),,https://www.artic.edu/artworks/65922,"https://www.artic.edu/iiif/2/aba329b4-a939-606e-8847-99388c54d79b/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Stoneware,0.8
183893,Beaker,,H.: 30.5 cm (12 in.),,https://www.artic.edu/artworks/183893,"https://www.artic.edu/iiif/2/b16686a0-93d1-a35a-4700-5d6acb6763e6/full/843,/0/default.jpg",Shang dynasty (c. 1600-1046 BCE),Unknown,Bronze,0.8
21887,Mold,,6.6 × 11.6 cm (2 5/8 × 4 9/16 in.); Diam.: 11.6 cm (4 9/16 in.),,https://www.artic.edu/artworks/21887,"https://www.artic.edu/iiif/2/bc01b2dd-f769-4ed5-3e6f-5e96eef2b675/full/843,/0/default.jpg",Song dynasty (c. 1115),Unknown,Stoneware,0.8
22212,Ring-Handled Cup,,5 × 9.4 cm (2 × 3 11/16 in.); Diam.: 9.4 cm (3 11/16 in.),,https://www.artic.edu/artworks/22212,"https://www.artic.edu/iiif/2/924d6a87-0197-fc9e-ebc1-845f82d79826/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
182783,Spring Outing (Taqing),,82 × 66 cm (32 5/16 × 26 in.),,https://www.artic.edu/artworks/182783,"https://www.artic.edu/iiif/2/52697299-9d9d-beba-bb37-f59dfc760aeb/full/843,/0/default.jpg",Qing dynasty (c. 1998),Unknown,Wood,0.8
14280,Sleeve Band,,63.7 × 17.4 cm (25 1/8 × 6 7/8 in.),,https://www.artic.edu/artworks/14280,"https://www.artic.edu/iiif/2/31aad08c-ad1f-25a7-2035-af77248c13eb/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Silk,0.8
82164,The Jewish Peddler,,Image: 22.7 × 18.5 cm (8 15/16 × 7 5/16 in.); Sheet: 33 × 34.1 cm (13 × 13 7/16 in.),,https://www.artic.edu/artworks/82164,"https://www.artic.edu/iiif/2/d15b5b03-b3fe-69a9-e72a-918068fd91b7/full/843,/0/default.jpg",n.d.,Unknown,Ivory,0.8
186745,"Dance of Death, I , plate 12 from Méndez: 25 Prints",,Image: 20.2 × 12.8 cm (8 × 5 1/16 in.); Sheet: 25 × 17.9 cm (9 7/8 × 7 1/16 in.),,https://www.artic.edu/artworks/186745,"https://www.artic.edu/iiif/2/fd469b9f-357f-8d56-813a-40d453781cdd/full/843,/0/default.jpg",Qing dynasty (c. 1945),Unknown,Ivory,0.8
54714,Odalisque Seated in Tulle Skirt,,Image: 36.3 × 26.7 cm (14 5/16 × 10 9/16 in.); Sheet: 50 × 37 cm (19 11/16 × 14 5/8 in.),,https://www.artic.edu/artworks/54714,"https://www.artic.edu/iiif/2/6323c3f4-5597-2592-fcd8-b647a91a5517/full/843,/0/default.jpg",Qing dynasty (c. 1924),Unknown,Paper,0.8
3585,Tureen with Cover,,11.4 × 19.7 × 11.4 cm (4 1/2 × 7 3/4 × 4 1/2 in.),,https://www.artic.edu/artworks/3585,"https://www.artic.edu/iiif/2/b7f08c63-3e3d-ef37-169a-2eff1e3793c2/full/843,/0/default.jpg",Qing dynasty (c. 1787),Unknown,Porcelain,0.8
12696,Figure of Daoist God Zhenwu (Perfected Warrior),,25 × 14.2 × 9 cm (9 13/16 × 5 9/16 × 3 9/16 in.),,https://www.artic.edu/artworks/12696,"https://www.artic.edu/iiif/2/067abd0d-b972-5a3d-ffa1-7dce2824ffeb/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Stoneware,0.8
103303,Architectural Brick with Ogre Mask,,42 × 36.2 × 11.4 cm (16 1/2 × 14 1/4 × 4 1/2 in.),,https://www.artic.edu/artworks/103303,"https://www.artic.edu/iiif/2/a51e00b9-4b75-e612-24e6-4aa5ae24da56/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Terracotta,0.8
150152,"Boy's Baijia Pao (""One Hundred Household"" Robe)",,65 × 114.6 cm (25 5/8 × 45 1/8 in.),,https://www.artic.edu/artworks/150152,"https://www.artic.edu/iiif/2/c5ffeccb-59c7-0358-47e0-e5a636af1df9/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Cotton,0.8
7832,Tea Bowl and Saucer,,Saucer: 2.6 × 11.5 × 11.5 cm (1 × 4 1/2 × 4 1/2 in.); Cup: 3.9 × 7.7 × 7.7 cm (1 1/2 × 3 × 3 in.),,https://www.artic.edu/artworks/7832,"https://www.artic.edu/iiif/2/18c12dfd-3b5c-4c03-ea97-110a1b0ae85d/full/843,/0/default.jpg",Qing dynasty (c. 1750),Unknown,Porcelain,0.8
89836,Covered Ewer with Dragons and Peonies,,17.8 × 18.6 cm (7 × 7 5/16 in.); Diam.: 18.6 cm (7 5/16 in.),,https://www.artic.edu/artworks/89836,"https://www.artic.edu/iiif/2/be72def3-15ce-8542-b3db-1de4c50c1d5f/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
105591,Jar with Eight Immortals and Peonies,,36 × 36.5 cm (14 3/16 × 14 3/8 in.); Diam.: 36.5 cm (14 3/8 in.),,https://www.artic.edu/artworks/105591,"https://www.artic.edu/iiif/2/836b9c70-fd56-82f7-0724-026aed12c938/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Stoneware,0.8
79223,The Ford: Landscape with Horsemen,,Image: 17.5 × 13.4 cm (6 15/16 × 5 5/16 in.); Plate: 23.8 × 16.2 cm (9 3/8 × 6 7/16 in.),,https://www.artic.edu/artworks/79223,"https://www.artic.edu/iiif/2/08c12688-b1c4-3b9d-3d01-207fea7ed6bf/full/843,/0/default.jpg",Qing dynasty (c. 1866),Unknown,Paper,0.8
187047,Orchids 墨兰花,,Each leaf measures: 21 × 27.6 cm (8 1/4 × 11 in.); 26.4 × 35 cm (10 1/4 × 13 in.),,https://www.artic.edu/artworks/187047,,Qing dynasty (1644-1912),Unknown,Ink,0.6000000000000001
69605,Openwork Ornament,,5.7 × 12.4 × 0.3 cm (2 1/4 × 4 7/8 × 1/8 in.),,https://www.artic.edu/artworks/69605,,Neolithic period,Unknown,Jade,0.6000000000000001
69708,Cong,,25.5 × 7.5 × 6.7 cm (10 × 2 15/16 × 2 5/8 in.),,https://www.artic.edu/artworks/69708,,Neolithic period,Unknown,Stone,0.6000000000000001
79453,It is a Skull Wreathed in Roses...,,29.7 × 21.7 cm (11 3/4 × 8 9/16 in.),,https://www.artic.edu/artworks/79453,"https://www.artic.edu/iiif/2/983326fe-315a-36db-5453-beb9fd37ba84/full/843,/0/default.jpg",Qing dynasty (c. 1888),Unknown,Ivory,0.8
79362,"The Marsh Flower, a Sad Human Head, plate 2 of 6",,Image/chine: 27.2 × 20.2 cm (10 3/4 × 8 in.); Sheet: 44.1 × 30.6 cm (17 3/8 × 12 1/16 in.),,https://www.artic.edu/artworks/79362,"https://www.artic.edu/iiif/2/0668b713-d3c5-4562-7343-a2a686efe065/full/843,/0/default.jpg",Qing dynasty (c. 1885),Unknown,Ivory,0.8
70164,Openwork Jade Bi,,Diam.: 4.9 cm (1 15/16 in.); Thickness: D.: 0.3 cm (1/8 in.),,https://www.artic.edu/artworks/70164,,Han dynasty (206 BCE-220 CE),Unknown,Jade,0.6000000000000001
68989,Axe,,15.6 × 9.5 × 0.5 cm (6 1/8 × 3 3/4 × 1/4 in.),,https://www.artic.edu/artworks/68989,,Neolithic period,Unknown,Jade,0.6000000000000001
65889,Bowl with Boys Playing amid Peony Blossoms,,6.4 × 21 cm (2 1/2 × 8 1/4 in.); Diam.: 21 cm (8 1/4 in.),,https://www.artic.edu/artworks/65889,"https://www.artic.edu/iiif/2/4f7fc54d-6973-355c-a811-d478985e6851/full/843,/0/default.jpg",Song dynasty (c. 1115),Unknown,Porcelain,0.8
13836,Trumpet-Mouthed Flowerpot,,24.3 × 25.9 cm (9 9/16 × 10 3/16 in.); Diam.: 25.9 cm (10 3/16 in.),,https://www.artic.edu/artworks/13836,"https://www.artic.edu/iiif/2/0ccee6e7-55e9-9a04-962c-221c41f1b3b3/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Stoneware,0.8
59752,Boating,,Image: 26 × 47.9 cm (10 1/4 × 18 7/8 in.); Sheet: 42.9 × 57 cm (16 15/16 × 22 1/2 in.),,https://www.artic.edu/artworks/59752,"https://www.artic.edu/iiif/2/9bd14026-f456-90d7-0df7-da5c2b005dc0/full/843,/0/default.jpg",Qing dynasty (c. 1896),Unknown,Stone,0.8
