object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
21180,Cup with Peonies,,6.1 × 11.8 cm (2 3/8 × 4 5/8 in.); Diam.: 11.8 cm (4 5/8 in.),,https://www.artic.edu/artworks/21180,"https://www.artic.edu/iiif/2/fa1b5405-0ab1-91ec-e750-c7349c50eefd/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
151599,Man's Bufu (Court Surcoat),,105.7 × 157.5 cm (41 5/8 × 62 in.),,https://www.artic.edu/artworks/151599,"https://www.artic.edu/iiif/2/04742e9a-a886-8785-4947-932cdebfa92d/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Silver,0.8
69019,Blade,,32.4 × 10.8 × 0.3 cm (12 3/4 × 4 1/4 × 1/8 in.),,https://www.artic.edu/artworks/69019,,Han dynasty (206 BCE-220 CE),Unknown,Jade,0.6000000000000001
70059,Dragon Pendant,,10.6 × 3.4 × 4 cm (4 3/16 × 1 7/16 × 3 in.),,https://www.artic.edu/artworks/70059,"https://www.artic.edu/iiif/2/270871ef-83ff-64a8-a07f-7c42275cc237/full/843,/0/default.jpg",Tang dynasty (c. 770),Unknown,Jade,0.8
276595,"Street Scene, China, 1947",,Image/sheet: 20.1 × 18.9 cm (7 7/8 × 7 7/16 in.); mount: 38.6 × 28 cm (15 3/16 × 11 in.),,https://www.artic.edu/artworks/276595,,Qing dynasty (c. 1947),Unknown,Silver,0.6000000000000001
47283,Bridal Long Pao (Dragon Robe),,129.6 × 187.3 cm (51 × 73 3/4 in.),,https://www.artic.edu/artworks/47283,"https://www.artic.edu/iiif/2/49e379c2-f8ed-11e8-b180-274c5778e803/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Gold,0.8
277820,Figure of Guanyin,,36.9 × 11.2 × 13.1 cm (14 1/2 × 4 3/8 × 5 1/8 in.),,https://www.artic.edu/artworks/277820,"https://www.artic.edu/iiif/2/2c11d3dc-b998-0b70-0ed4-2c7d2538f968/full/843,/0/default.jpg",Qing dynasty (c. 1700),Unknown,Porcelain,0.8
259161,Moon Flask,,31.6 × 24.5 × 13.2 cm (12 7/16 × 9 5/8 × 5 3/16 in.),,https://www.artic.edu/artworks/259161,"https://www.artic.edu/iiif/2/5653d81c-4ca7-009a-35f2-95bb24de2d6b/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
259163,Pair of Bottles,,"2020.301.1 27.30 x 13.17 cm (10 3/4 x 5 3/16 in.)
2020.301.2 27.30 x 13.17 cm (10 3/4 x 5 1/4 in.)",,https://www.artic.edu/artworks/259163,"https://www.artic.edu/iiif/2/285f9ab3-5b3a-e460-7906-adb14df9bfa9/full/843,/0/default.jpg",Qing dynasty (c. 1878),Unknown,Bone,0.8
259164,Moon Flask,,31.3 × 24.2 × 13.1 cm (12 5/16 × 9 1/2 × 5 1/8 in.),,https://www.artic.edu/artworks/259164,"https://www.artic.edu/iiif/2/b4f7a56e-9db4-63f0-c17d-2cc003b9f427/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
259165,Moon Flask,,20.2 × 15.3 × 8.3 cm (7 15/16 × 6 × 3 1/4 in.),,https://www.artic.edu/artworks/259165,"https://www.artic.edu/iiif/2/32743e89-af52-a59b-e927-1487582cbd8d/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
259166,Pair of Vases,,"2020.304.1 19.36 x 13.01 cm (7 5/8 x 5 1/8 in.)
2020.304.2 19.68 x 13.01 cm (7 3/4 x 5 1/8 in.)",,https://www.artic.edu/artworks/259166,"https://www.artic.edu/iiif/2/7ee17f91-0bf8-77fd-ce6f-a842081ac8af/full/843,/0/default.jpg",Qing dynasty (c. 1870),Unknown,Bone,0.8
259172,Moon Flask,,29.7 × 23.3 × 11.1 cm (11 5/8 × 9 3/16 × 4 3/8 in.),,https://www.artic.edu/artworks/259172,"https://www.artic.edu/iiif/2/a214df0d-31fa-5014-c19d-aaaa5297e1e2/full/843,/0/default.jpg",Qing dynasty (c. 1878),Unknown,Bone,0.8
259175,Moon Flask,,25.9 × 20.4 × 10.8 cm (10 3/16 × 8 × 4 1/4 in.),,https://www.artic.edu/artworks/259175,"https://www.artic.edu/iiif/2/3548c8c3-4524-c994-4c0d-4da9e0032150/full/843,/0/default.jpg",Qing dynasty (c. 1873),Unknown,Bone,0.8
259176,Vase,,H.: 31.8 cm (12 1/2 in.),,https://www.artic.edu/artworks/259176,"https://www.artic.edu/iiif/2/d861648b-b5a8-a8cd-1174-e285811f0b8d/full/843,/0/default.jpg",Qing dynasty (c. 1890),Unknown,Bone,0.8
259177,Fan Box,,5.1 × 10.8 × 24.2 cm (2 × 4 1/4 × 9 1/2 in.),,https://www.artic.edu/artworks/259177,"https://www.artic.edu/iiif/2/75f9f7ac-ba5f-a11c-8179-a50a205df092/full/843,/0/default.jpg",Qing dynasty (c. 1876),Unknown,Bone,0.8
259173,Pair of Jardinieres,,H each 25.4 (10 in.),,https://www.artic.edu/artworks/259173,"https://www.artic.edu/iiif/2/05c34719-e698-8ca6-6b21-6bbfb04a6e01/full/843,/0/default.jpg",Qing dynasty (c. 1874),Unknown,Bone,0.8
75310,Female Attendant,,57.2 × 18 × 14.8 cm (22 1/2 × 7 1/16 × 5 13/16 in.),,https://www.artic.edu/artworks/75310,"https://www.artic.edu/iiif/2/abfb6970-dfd7-b147-3124-69f691f4f5d8/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Earthenware,0.8
105937,Immortals Riding Dragons: Sections of a Tomb Pediment,,,,https://www.artic.edu/artworks/105937,"https://www.artic.edu/iiif/2/0bbdb4ab-e09b-2961-4d25-c5f774597620/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Earthenware,0.75
21521,Lobed Dish with Lotus Sprays and Curled Feather-Like Leaves,,4.6 × 19.7 cm (1 13/16 × 7 3/4 in.); Diam.: 19.7 cm (7 3/4 in.),,https://www.artic.edu/artworks/21521,"https://www.artic.edu/iiif/2/2e3db600-c634-b72b-d8c7-54f610fbe477/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
37722,Civil Official (Wenguan),,H.: 106.7 cm (42 in.),,https://www.artic.edu/artworks/37722,"https://www.artic.edu/iiif/2/99d62f46-9451-93be-5ae4-41fa929eb5b5/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
21549,Dish with Peony Scroll,,4.9 × 19.6 cm (1 15/16 × 7 3/4 in.); Diam.: 19.6 cm (7 3/4 in.),,https://www.artic.edu/artworks/21549,"https://www.artic.edu/iiif/2/55674326-ada4-2699-aaf9-0c4b634c2b6f/full/843,/0/default.jpg",Song dynasty (c. 1115),Unknown,Stoneware,0.8
70045,Arc-shaped pendant (huang),,26.9 × 4.4 × 0.6 cm (10 5/8 × 1 3/4 × 1/4 in.),,https://www.artic.edu/artworks/70045,,Tang dynasty (c. 770),Unknown,Jade,0.6000000000000001
70330,Bead,,3.8 × 3 × 1.3 cm (1 1/2 × 13/16 × 1/2 in.),,https://www.artic.edu/artworks/70330,,Tang dynasty (c. 770),Unknown,Jade,0.6000000000000001
22671,"The Bridge, from Some Aspects of Paris Life",,Image: 27.5 × 40.5 cm (10 7/8 × 16 in.); Sheet: 40 × 52.7 cm (15 3/4 × 20 3/4 in.),,https://www.artic.edu/artworks/22671,"https://www.artic.edu/iiif/2/5049b619-8278-15f2-c972-ec62c940f614/full/843,/0/default.jpg",Qing dynasty (c. 1899),Unknown,Ivory,0.8
21585,Deep Conical Bowl with Cloudlike Petals,,9.3 × 20.2 cm (3 11/16 × 7 15/16 in.); Diam.: 20.2 cm (7 15/16 in.),,https://www.artic.edu/artworks/21585,"https://www.artic.edu/iiif/2/7fb0fc75-5811-81c1-a2d3-fa69f47a930a/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
21591,Covered Ewer with Upright Lotus Petals,,11.6 × 11.7 × 9.2 cm (4 9/16 × 4 5/8 × 3 5/8 in.),,https://www.artic.edu/artworks/21591,"https://www.artic.edu/iiif/2/e6870ba2-f38e-84ae-7020-218c8e3d9e52/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
8064,Caesar and His Prisoners,,Image/chine: 15.7 × 21.2 cm (6 3/16 × 8 3/8 in.); Stone: 24.3 × 17.8 cm (9 5/8 × 7 1/16 in.); Sheet: 45 × 34.5 cm (17 3/4 × 13 5/8 in.),,https://www.artic.edu/artworks/8064,"https://www.artic.edu/iiif/2/9c877ca0-8c8e-439d-e42e-6a5f31ebbe9e/full/843,/0/default.jpg",Qing dynasty (c. 1878),Unknown,Paper,0.8
69638,Axe,,13.5 × 9.6 × 1 cm (5 5/16 × 3 3/4 × 3/8 in.),,https://www.artic.edu/artworks/69638,,Neolithic period,Unknown,Jade,0.6000000000000001
69744,Disc (bi),,Diam.: 21 cm (8 1/4 in.); Thickness: D.: 1.1 cm (7/16 in.),,https://www.artic.edu/artworks/69744,,Neolithic period,Unknown,Jade,0.6000000000000001
117554,Bodhisattva,,84.5 × 57.2 cm (33 1/4 × 22 1/2 in.),,https://www.artic.edu/artworks/117554,"https://www.artic.edu/iiif/2/6597bb58-d113-7369-7089-672f2d556dc3/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Ink,0.8
17305,Miniature Vase with Medallions of Dragons,,7.8 × 4.4 cm (3 1/16 × 1 3/4 in.); Diam.: 4.4 cm (1 3/4 in.),,https://www.artic.edu/artworks/17305,"https://www.artic.edu/iiif/2/6dd20b3e-00b1-9d00-2eff-a4d8e084b888/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
20435,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",,Image: 20.3 × 35.4 cm (8 × 13 15/16 in.); Sheet: 26.7 × 42 cm (10 9/16 × 16 9/16 in.),,https://www.artic.edu/artworks/20435,"https://www.artic.edu/iiif/2/ff322a08-1f5c-4f40-e7fa-641aa86a4dde/full/843,/0/default.jpg",Qing dynasty (c. 1893),Unknown,Ivory,0.8
73230,Covered Bowl with Peony Scroll,,12.4 × 13 cm (4 7/8 × 5 1/8 in.); Diam.: 13 cm (5 1/8 in.),,https://www.artic.edu/artworks/73230,"https://www.artic.edu/iiif/2/9b8999e7-8bc6-621d-6bea-cfc72383f629/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
75903,"Vase (Hu) with Horizontal Bands, Loop Handles, and Lionlike Medallions",,41.6 × 23 cm (16 3/8 × 9 1/16 in.); Diam.: 23 cm (9 1/16 in.),,https://www.artic.edu/artworks/75903,"https://www.artic.edu/iiif/2/8889a3d3-284a-93d8-5d9f-79fd7947e5ef/full/843,/0/default.jpg",Sui dynasty (581-618),Unknown,Stoneware,0.8
186741,"Remembrance of Youthful Scenes, I , plate 11 from Méndez: 25 Prints",,Image: 20.7 × 7.4 cm (8 3/16 × 2 15/16 in.); Sheet: 25.3 × 17.6 cm (10 × 6 15/16 in.),,https://www.artic.edu/artworks/186741,"https://www.artic.edu/iiif/2/d951936c-dd8c-ab59-ef06-2863a34ac8ea/full/843,/0/default.jpg",Qing dynasty (c. 1945),Unknown,Ivory,0.8
233321,"Giant Interactive Group Corporate Headquarters, Shanghai, China, Model",,50.8 × 96.5 × 25.4 cm (20 × 38 × 10 in.),,https://www.artic.edu/artworks/233321,"https://www.artic.edu/iiif/2/b5737581-9e94-5caf-2780-93bf95d96649/full/843,/0/default.jpg",Qing dynasty (c. 2008),Unknown,Wood,0.8
36691,"Covered Box with Butterflies, Gourds, and Scrolling Vines",,9.5 × 32.4 cm (3 3/4 × 12 3/4 in.); Diam.: 32.4 cm (12 3/4 in.),,https://www.artic.edu/artworks/36691,"https://www.artic.edu/iiif/2/2a3a155b-68aa-b062-962f-5204580d006d/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Wood,0.8
111140,Horse,,73.7 × 25.4 × 68.6 cm (29 × 10 × 27 in.),,https://www.artic.edu/artworks/111140,"https://www.artic.edu/iiif/2/72dd1c9e-f777-cbf3-ec01-8ae0663bb6d1/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
21274,Elongated Vase with Animal-Head Handles,,58.3 × 21.5 × 21.5 cm (22 15/16 × 8 7/16 × 8 7/16 in.),,https://www.artic.edu/artworks/21274,"https://www.artic.edu/iiif/2/1604b6ad-2925-8ba6-c2d3-1afa8117a779/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
21397,Incense Burner (Xianglu),,14.3 × 14.4 cm (5 5/8 × 5 11/16 in.); Diam.: 14.4 cm (5 11/16 in.),,https://www.artic.edu/artworks/21397,"https://www.artic.edu/iiif/2/c48914a1-87cd-2fb9-2bb8-74b3aaabfed7/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Earthenware,0.8
76243,Wine Ewer and Warming Bowl,,"Ewer: h. 16.4 cm (6 3/8 in.)
diam.15.1 cm (5 7/8 in.)
 bowl: h. 13.8 cm (5 3/8 in.)
diam. 16.6 cm (6 1/2 in.)",,https://www.artic.edu/artworks/76243,"https://www.artic.edu/iiif/2/892aec78-0a88-b347-4884-5527d7c57817/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
32539,Weight in the Form of Nestled Birds,,W.: 5.4 cm (2 1/8 in.),,https://www.artic.edu/artworks/32539,"https://www.artic.edu/iiif/2/f32b7a12-4cd1-2711-28e1-10078bb58e28/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Bronze,0.8
21252,A Girl Minding Geese,,Image: 14.3 × 12.1 cm (5 11/16 × 4 13/16 in.); Sheet: 26.3 × 20.1 cm (10 3/8 × 7 15/16 in.),,https://www.artic.edu/artworks/21252,"https://www.artic.edu/iiif/2/7bb9b214-c1f3-829a-f720-b6303499e090/full/843,/0/default.jpg",Qing dynasty (c. 1855),Unknown,Ivory,0.8
21692,Bowl,,5 × 14.2 cm (2 × 5 9/16 in.); Diam.: 14.2 cm (5 9/16 in.),,https://www.artic.edu/artworks/21692,"https://www.artic.edu/iiif/2/04420087-439e-fd12-c254-67e8b09b08ac/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Porcelain,0.8
70205,Dragon Plaque,,5.4 × 5.1 × 0.3 cm (2 1/8 × 2 × 1/8 in.),,https://www.artic.edu/artworks/70205,,Tang dynasty (c. 770),Unknown,Jade,0.6000000000000001
68697,Barbed and Tanged Arrowhead,,5.3 × 3.7 × 0.4 cm (2 1/16 × 1 7/16 × 1/8 in.),,https://www.artic.edu/artworks/68697,,Shang dynasty (c. 1600-1046 BCE),Unknown,Jade,0.6000000000000001
5833,Panel (Furnishing Fabric),,180.3 × 149.1 cm (71 1/8 × 58 3/4 in.),,https://www.artic.edu/artworks/5833,"https://www.artic.edu/iiif/2/6bc158fd-085d-4841-d487-a84472a7452f/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Gold,0.8
75946,Broad Pear-Shaped Jar with Concave Lid,,15 × 15 cm (5 15/16 × 5 15/16 in.); Diam.: 15 cm (5 15/16 in.),,https://www.artic.edu/artworks/75946,"https://www.artic.edu/iiif/2/373b1751-c373-b316-5e93-8b92964e8349/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Stoneware,0.8
152839,Square Bottle with Landscapes,,26 × 10.5 × 10.5 cm (10 1/4 × 4 1/8 × 4 1/8 in.),,https://www.artic.edu/artworks/152839,"https://www.artic.edu/iiif/2/4cbec6f1-08bd-e2b8-6c2b-6b130753102c/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
182989,Family by the Lotus Pond (Liantang renjia),,42.7 × 41.7 cm (16 13/16 × 16 7/16 in.),,https://www.artic.edu/artworks/182989,"https://www.artic.edu/iiif/2/c75c593b-13ac-cd0f-107d-6bbfdd4a8043/full/843,/0/default.jpg",Qing dynasty (c. 1998),Unknown,Wood,0.8
186728,"Rattlesnake, plate 1 from Méndez: 25 Prints",,Image: 13.5 × 13.5 cm (5 3/8 × 5 3/8 in.); Sheet: 24.7 × 17.4 cm (9 3/4 × 6 7/8 in.),,https://www.artic.edu/artworks/186728,"https://www.artic.edu/iiif/2/3863bfa3-c9d7-517c-7f62-eefa61e7002b/full/843,/0/default.jpg",Qing dynasty (c. 1945),Unknown,Ivory,0.8
78836,Young Girl Leaning by Flowered Screen,,Image: 18.2 × 26 cm (7 3/16 × 10 1/4 in.); Sheet: 29 × 36 cm (11 7/16 × 14 3/16 in.),,https://www.artic.edu/artworks/78836,"https://www.artic.edu/iiif/2/b5e36d60-0193-cfc1-fbdd-7a2a32b6755f/full/843,/0/default.jpg",Qing dynasty (c. 1923),Unknown,Paper,0.8
139230,"Calavera of Francisco Madero, from Calavera Maderista",,Image: 30 × 13.3 cm (11 13/16 × 5 1/4 in.); Sheet: 40.7 × 22.9 cm (16 1/16 × 9 1/16 in.),,https://www.artic.edu/artworks/139230,"https://www.artic.edu/iiif/2/00eec276-7674-5253-a39e-568796831ab9/full/843,/0/default.jpg",Qing dynasty (c. 1944),Unknown,Ivory,0.8
58156,Wine Container,,29 × 21.6 cm (11 7/16 × 8 1/2 in.); Diam.: 21.6 cm (8 1/2 in.),,https://www.artic.edu/artworks/58156,"https://www.artic.edu/iiif/2/5e81ec0b-ad06-909d-bfc4-7766872337c7/full/843,/0/default.jpg",Song dynasty (c. 1046),Unknown,Bronze,0.8
8084,Bathers in a Mountain Pool,,Image: 15.9 × 24.3 cm (6 5/16 × 9 5/8 in.); Plate: 18 × 25.1 cm (7 1/8 × 9 15/16 in.); Sheet: 27.5 × 36.1 cm (10 7/8 × 14 1/4 in.),,https://www.artic.edu/artworks/8084,"https://www.artic.edu/iiif/2/fe4d569b-b332-c293-ce86-2f07d187c8f0/full/843,/0/default.jpg",Qing dynasty (c. 1865),Unknown,Ivory,0.8
106598,Captive Pegasus,,Image: 33.9 × 29.6 cm (13 3/8 × 11 11/16 in.),,https://www.artic.edu/artworks/106598,"https://www.artic.edu/iiif/2/83fdd944-a6ca-e432-7314-3f5a87b0b627/full/843,/0/default.jpg",Qing dynasty (c. 1889),Unknown,Ivory,0.8
12748,Celadon-glazed lotus vase (shoudaier huluping),,23.4 × 15.9 cm (9 3/16 × 6 1/4 in.); Diam.: 15.9 cm (6 1/4 in.),,https://www.artic.edu/artworks/12748,"https://www.artic.edu/iiif/2/187a78d2-45af-9b5b-f956-f8143dc6d288/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
25999,Stemmed Bowl (dou),,16.3 × 14.4 cm (6 7/16 × 5 11/16 in.); Diam.: 14.5 cm (5 11/16 in.),,https://www.artic.edu/artworks/25999,"https://www.artic.edu/iiif/2/2ccf636f-bbcd-e9eb-0a3d-5ad27d2b4023/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
182862,Autumn Grace (Qiu de Fengcai),,66.4 × 59.4 cm (26 1/8 × 23 7/16 in.),,https://www.artic.edu/artworks/182862,"https://www.artic.edu/iiif/2/6b849ad3-78cb-391a-386d-6254eefdfe73/full/843,/0/default.jpg",Qing dynasty (c. 1998),Unknown,Wood,0.8
48982,Horse (Tomb Figure),,62.9 × 78 cm (24 3/4 × 30 3/4 in.),,https://www.artic.edu/artworks/48982,"https://www.artic.edu/iiif/2/d6c7251c-9ef1-fee1-a6dc-b8ab2b60ce16/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Earthenware,0.8
31935,Scissors,,H.: 20.7 cm (8 1/8 in.),,https://www.artic.edu/artworks/31935,"https://www.artic.edu/iiif/2/9cdc80df-a1cf-0c26-621f-ac0a64272df4/full/843,/0/default.jpg",Tang dynasty (618-907),Unknown,Silver,0.8
71015,Plaque with Openwork Phoenix,,16.2 × 7.8 × 0.6 cm (6 3/8 × 3 1/16 × 1/4 in.),,https://www.artic.edu/artworks/71015,"https://www.artic.edu/iiif/2/8764602a-b74d-60d9-20fb-7f112b97efd3/full/843,/0/default.jpg",Yuan dynasty (1271-1368),Unknown,Jade,0.8
76275,Street Scenes in Times of Peace 太平風會圖,,28 × 1092.2 cm (11 × 430 in.),,https://www.artic.edu/artworks/76275,"https://www.artic.edu/iiif/2/cb19e461-4e69-c945-00d1-5ceb472f5fd1/full/843,/0/default.jpg",Yuan dynasty (1271-1368),Unknown,Ink,0.8
73239,Ewer with Peony Scroll,,25.1 × 16.5 cm (9 7/8 × 6 1/2 in.); Diam.: 16.5 cm (6 1/2 in.),,https://www.artic.edu/artworks/73239,"https://www.artic.edu/iiif/2/d969dc38-a73b-0e51-9f1a-4d76dc2fc8d5/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
68731,Dagger-Blade (ge),,25.7 × 5.9 × 0.5 cm (10 1/8 × 2 5/16 × 3/16 in.),,https://www.artic.edu/artworks/68731,,Shang dynasty (c. 1600-1046 BCE),Unknown,Jade,0.6000000000000001
236098,"Dish with Floral and Fruit Sprays (""Gardenia Dish"")",,Diam.: 25.6 cm (10 1/8 in.),,https://www.artic.edu/artworks/236098,"https://www.artic.edu/iiif/2/933dbe21-104c-dab4-f9b6-bb356e08b546/full/843,/0/default.jpg",Ming dynasty (1368-1644),Unknown,Porcelain,0.8
58340,Taxi Dance Hall,,45.7 × 60.9 cm (18 × 24 in.),,https://www.artic.edu/artworks/58340,"https://www.artic.edu/iiif/2/723da443-ffed-8256-0e5b-1cef1effffb2/full/843,/0/default.jpg",Qing dynasty (c. 1952),Unknown,Ink,0.8
86750,Mirror with Mythical Creatures,,Diam.: 17.2 cm (6 3/4 in.); Thickness at edge: D.: 3 cm (1 13/16 in.),,https://www.artic.edu/artworks/86750,"https://www.artic.edu/iiif/2/c0336d65-4887-a431-a2df-91d654b996d5/full/843,/0/default.jpg",Sui dynasty (581-618),Unknown,Bronze,0.8
70191,Dragon Pendant,,6.7 × 2.5 × 0.5 cm (2 5/8 × 1 × 3/16 in.),,https://www.artic.edu/artworks/70191,,Tang dynasty (c. 770),Unknown,Jade,0.6000000000000001
158104,"Tea Bowl with ""Hare's fur"" Glaze",,6.5 × 12.5 cm (2 9/16 × 4 15/16 in.); Diam.: 12.5 cm (4 15/16 in.),,https://www.artic.edu/artworks/158104,"https://www.artic.edu/iiif/2/d0c6be1f-b3cc-b646-f26f-0d30d23046c0/full/843,/0/default.jpg",Song dynasty (960-1279),Unknown,Stoneware,0.8
186735,"The Reply of Madame Snail, plate 6 from Méndez: 25 Prints",,Image: 12.9 × 12.3 cm (5 1/8 × 4 7/8 in.); Sheet: 17.6 × 24.7 cm (6 15/16 × 9 3/4 in.),,https://www.artic.edu/artworks/186735,"https://www.artic.edu/iiif/2/39b4f987-1d40-f2db-98f8-4250975ec87a/full/843,/0/default.jpg",Qing dynasty (c. 1945),Unknown,Ivory,0.8
49817,A Girl Minding Geese,,Image: 14.3 × 12.1 cm (5 11/16 × 4 13/16 in.); Sheet: 23.3 × 17 cm (9 3/16 × 6 3/4 in.),,https://www.artic.edu/artworks/49817,"https://www.artic.edu/iiif/2/bbc3bb64-677e-eca3-3d69-afc3823016ac/full/843,/0/default.jpg",Qing dynasty (c. 1855),Unknown,Ivory,0.8
42386,Amphora-Shaped Vase,,18.2 × 5.4 cm (7 3/16 × 2 1/8 in.); Diam.: 5.4 cm (2 1/8 in.),,https://www.artic.edu/artworks/42386,"https://www.artic.edu/iiif/2/c879f937-0a10-9f0d-82d8-4a71a60e3a77/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
69572,Bird Pendant,,8.1 × 3 × 0.3 cm (3 3/16 × 1 3/16 × 1/8 in.),,https://www.artic.edu/artworks/69572,,Song dynasty (c. 1046),Unknown,Jade,0.6000000000000001
180532,Female Dancer,,16.7 × 11.5 × 9.6 cm (6 9/16 × 4 1/2 × 3 3/4 in.),,https://www.artic.edu/artworks/180532,"https://www.artic.edu/iiif/2/4a198085-58ff-6118-aa76-f6f5ed4506f0/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Earthenware,0.8
10495,Woman's Changfu (Informal Court Robe),,146.1 × 121.5 cm (57 1/2 × 47 7/8 in.),,https://www.artic.edu/artworks/10495,"https://www.artic.edu/iiif/2/0beeb302-6af6-5032-b40d-b0d8d1cf97e7/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Cotton,0.8
111367,"The Chair (""That shadow that lies floating on the floor...""), from The Raven (Le Corbeau)",,Image: 29.9 × 27.9 cm (11 13/16 × 11 in.); Sheet: 54.9 × 39 cm (21 5/8 × 15 3/8 in.),,https://www.artic.edu/artworks/111367,"https://www.artic.edu/iiif/2/8b1217d0-5522-30bf-08fb-ff1326eee4ae/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Paper,0.8
42112,Vase with Dragons,,24 × 10.6 cm (9 7/16 × 4 3/16 in.); Diam.: 10.6 cm (4 3/16 in.),,https://www.artic.edu/artworks/42112,"https://www.artic.edu/iiif/2/976a92a9-1759-e258-e231-26e21537e7d7/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
259159,Tea Service,,H teapot: H.: 16.5 cm (6 1/2 in.),,https://www.artic.edu/artworks/259159,"https://www.artic.edu/iiif/2/d4790c31-f952-2d00-1d4a-f7d2d041f243/full/843,/0/default.jpg",Qing dynasty (c. 1877),Unknown,Bone,0.8
259160,Bulb Vase,,23.9 × 30.5 × 11.5 cm (9 3/8 × 12 × 4 1/2 in.),,https://www.artic.edu/artworks/259160,"https://www.artic.edu/iiif/2/4eb9b16f-c07f-e036-e450-78536a9acb94/full/843,/0/default.jpg",Qing dynasty (c. 1875),Unknown,Bone,0.8
279375,Teapot,,13.4 × 19.7 × 9.6 cm (5 1/4 × 7 3/4 × 3 3/4 in.),,https://www.artic.edu/artworks/279375,"https://www.artic.edu/iiif/2/b586da66-7643-e6ac-8014-3061ffa846f4/full/843,/0/default.jpg",Qing dynasty (c. 1874),Unknown,Earthenware,0.8
21629,"Covered Circular Box with Floral Medallion, Serrated Leaves, and Lotus Petals",,4.8 × 11.7 cm (1 7/8 × 4 5/8 in.); Diam.: 11.7 cm (4 5/8 in.),,https://www.artic.edu/artworks/21629,"https://www.artic.edu/iiif/2/008b2921-7579-a753-5de5-5501b6210d0a/full/843,/0/default.jpg",Tang dynasty (c. 907),Unknown,Porcelain,0.8
9819,Bowl with Dragons amid Clouds,,8.2 × 17.3 cm (3 1/4 × 6 13/16 in.); Diam.: 17.3 cm (6 13/16 in.),,https://www.artic.edu/artworks/9819,"https://www.artic.edu/iiif/2/0a15bdf8-ae20-0f47-5a91-8816265fa849/full/843,/0/default.jpg",Qing dynasty (1644-1912),Unknown,Porcelain,0.8
12077,Wine Vessel (hu or zhong),,42.5 × 38.4 cm (16 3/4 × 15 1/8 in.); Diam.: 38.5 cm (15 1/8 in.),,https://www.artic.edu/artworks/12077,"https://www.artic.edu/iiif/2/c06db245-3f85-bd85-4b5a-c1d51c1af895/full/843,/0/default.jpg",Han dynasty (206 BCE-220 CE),Unknown,Bronze,0.8
79492,Captive Pegasus,,Image/chine: 34 × 29.7 cm (13 7/16 × 11 3/4 in.); Sheet: 60.2 × 43.8 cm (23 3/4 × 17 1/4 in.),,https://www.artic.edu/artworks/79492,"https://www.artic.edu/iiif/2/09d55af7-aee1-62b8-3103-244371c4ca48/full/843,/0/default.jpg",Qing dynasty (c. 1889),Unknown,Paper,0.8
